imie;nazwisko;miasto;ulica;nr;mieszkanie;data_ur;pesel
Antonina;NIEZHNOVA;Latkowa;ulica Gorlicka;97;99;12.06.1949;49061270561
Adrian;KRYCUŃ;Zmysły;ulica Kwiatowa Polana;17;98;30.08.1909;09083070998
Maja;KOSYCEN;Nakły;ulica Stocka;26;53;21.09.1998;98092143272
Krystian;KLINKUSCH;Przyrąb;ulica Wszeborska;5;47;28.01.1921;21012838185
Lena;OPENKOWSKA;Szczęście;ulica Bambusowa;36;92;26.09.1996;96092665270
Kamil;PŁUDOWSKI-GUZ;Gęsiarnia;Plac Bankowy;57;48;12.11.1983;83111268838
Leon;ROHRBACH;Krobia;ulica Jana Styki;74;99;01.08.1935;35080116657
Jan;KALATZIS;Wygon;ulica Jana Blatona;90;89;06.07.1921;21070667570
Izabela;KOLOSINSKA;Krasna Dąbrowa;ulica Paprotki;10;90;13.08.1934;34081323927
Sebastian;BACHAŃ;Zdrada;ulica Graniczna;43;67;08.08.1971;71080872986
Błażej;CHORUBSKI;Małe Rokitki;ulica Dęblińska;93;96;02.09.1957;57090227051
Alicja;SPERRMANN;Głoguszyn;ulica Obrońców Pokoju;36;42;26.04.1956;56042612565
Ksawery;DORA;Dół;ulica Odpoczynek;93;10;05.10.1937;37100533447
Blanka;MUSZYC;Krasówka;ulica Łubinowa;90;69;17.11.1935;35111778106
Małgorzata;HRICOVÁ;Hiszpania;ulica Barska;53;82;10.02.1989;89021063465
Antoni;TSYBUKH;Tarkowo Dolne;ulica Wagonowa;58;29;09.05.1932;32050951469
Kamil;SAŁWACKI;Żabia Ulica;ulica Granitowa;78;52;02.08.1915;15080234488
Nadia;KOŚCIK;Kliniczki;ulica Batalionu AK „Włochy”;91;96;24.11.1978;78112477646
Ewa;SIKORA-NOWAK;Głuchów;ulica Traszki;56;74;12.11.1956;56111240761
Nadia;RADZEJ;Kuźnia;ulica Brzozowa;68;84;26.11.1917;17112658889
Joanna;LEHEŃKA;Nogat;Skwer kard. Stefana Wyszyńskiego;45;69;27.03.1906;06032778354
Kacper;JONCEL;Piaski;ulica Środkowa;5;51;17.09.1961;61091730591
Martyna;GIANNONE;Obóz;ulica Głębocka;97;29;02.08.1925;25080285547
Wiktoria;ŁADAK;Równie Olszyńskie;ulica Skorpiona;26;93;10.04.1962;62041029573
Wiktor;KASHMER;Zadroże;ulica Ślepa;3;64;07.09.1965;65090764187
Dominika;OLEJARZ;Lipiny;ulica Szewska;69;1;24.12.1951;51122411394
Michalina;SZEJDA;Zawadka;ulica Juliana Ursyna Niemcewicza;7;30;10.08.1958;58081029940
Agata;BAMBURAK;Poddoliny;ulica Wandy;45;28;01.03.1927;27030124351
Michalina;HRECHORECKA;Marysin;ulica Puchalska;100;84;27.08.1963;63082781568
Maciej;ZDREŃKA;Piła;ulica Dawna;48;85;25.05.1975;75052529575
Antoni;GRISSA;Zarębek;ulica Syta;30;52;15.04.2000;00041575475
Lena;MOTUSIEWICZ;Dół;ulica Jutrzenki;96;57;13.07.1942;42071384152
Nadia;ŁOŚ-WALKIEWICZ;Wilcza;ulica Juliana Ejsmonda;19;23;19.11.1943;43111953028
Karol;RĘPA;Ługi;ulica Melsztyńska;44;62;12.05.1956;56051289383
Natalia;PYDYN;Kruszyn;ulica Centralna;43;95;29.03.1913;13032953905
Magdalena;GUGNACKA;Nowe Rogowo;ulica Józefowska;1;71;05.09.1982;82090576361
Ksawery;CIEPAŁOWICZ;Kobierno;ulica Samorządowa;37;38;27.08.1951;51082798042
Weronika;BANDYCH;Przecza;ulica Aleksandra Krywulta;15;94;24.05.1930;30052479463
Łucja;PILIPIENKO;Kolonia Bubele;ulica Wiertnicza;42;1;20.01.1978;78012040858
Kacper;ŚWITULSKI;Szumanie-Pustoły;ulica Rożek;41;57;03.01.1908;08010338852
Paulina;GOVER;Trzebany;ulica Nenufarów;100;76;18.04.1913;13041871422
Liliana;KAMIŃSKA-ŻAK;Rachowa;ulica Nad Strugą;43;34;11.07.1921;21071144835
Natalia;ZAWALSKI;Zagrody;ulica Metryczna;30;67;08.09.1944;44090870067
Anna;BURSIEWICZ;Lipowiec-Kolonia;ulica Kątna;22;49;09.11.1938;38110985159
Szymon;DONDZIAK;Biskupice Oławskie;ulica Kalatówki;67;53;06.03.1929;29030661992
Adrian;SUFFCZYŃSKI;Kozłów;ulica Kroczewska;44;9;19.04.1931;31041912004
Adrian;KHOVALKO;Wyszyna Rudzka;ulica Węgrowska;44;62;30.07.1914;14073094429
Tymon;ŚWIERCZOK;Witosówka;ulica Leona Wyczółkowskiego;34;96;23.11.1938;38112394496
Wiktor;MOECK;Śniadka Trzecia;ulica Antoniego Uniechowskiego;90;51;24.02.1985;85022418518
Katarzyna;SZKLENIARZ;Brunów;ulica Kokarda;55;47;05.01.1945;45010522019
Antoni;WITTOWSKI;Rogożajny Małe;ulica Lelechowska;9;61;09.04.1994;94040940660
Gabriela;POLITENKO;Łętownica;ulica Gimnastyczna;93;12;25.03.1971;71032583441
Mateusz;PROKOPYSHYN;Rostkowice;ulica Goczałkowicka;9;70;05.12.1935;35120525969
Iga;SYNDOMON;Ratnawy;Rondo kard. Adama Sapiehy;14;87;10.09.1976;76091083499
Piotr;JUCOS;Zajamie;ulica Batalionu AK „Ryś”;12;45;14.05.1963;63051443082
Jan;KUCKS;Bogdanówka;ulica Akermańska;14;72;04.11.1952;52110417573
Adrian;URYĆ;Laskówka;ulica Niedźwiedzia;21;35;18.10.1920;20101820833
Maria;SZAPOWALENKO;Wola;ulica Mieczysława Orłowicza;87;19;11.11.1968;68111145905
Jagoda;WĄCHOL;Sarbinowo;ulica Kartonowa;60;78;15.01.1929;29011540427
Adam;WICBURGIER;Roszyce;Alejka „Tajemnicze Butki”;44;57;23.05.1979;79052386366
Ignacy;BEN GHESHIR;Łężec;ulica Rozchodnikowa;100;82;21.04.1938;38042194582
Franciszek;DRAHOMERETSKYI;Miedary;ulica Rezerwowa;66;81;22.12.1985;85122279483
Nikola;BURCZANIUK;Pasieki;ulica Henryka Sienkiewicza;43;16;05.07.1999;99070570384
Barbara;NIENSTEDT;Kolonia;ulica Braci Zawadzkich;5;79;17.10.1944;44101782926
Maksymilian;KIZER;Siedlisko;ulica Urzędnicza;41;4;18.11.1942;42111870381
Michalina;USTIMENKO-WARSKA;Maleszowa Danina;ulica Stanisława Szczepanowskiego;69;53;27.10.1915;15102729023
Ignacy;ŁUCZYK;Krupia Wólka;ulica Zwierzyniecka;46;62;03.12.1920;20120325398
Ewa;OGANOWSKA;Maniów Mały;ulica Lelka;2;36;17.05.1956;56051768616
Kinga;KOSECKI;Kierszek;ulica Modrzykowa;11;51;29.12.1945;45122952895
Leon;TOLORAIA;Kolonia Pawłów;ulica Jałowcowa;1;83;18.10.1998;98101881870
Adam;DRZYMOTTA;Rosanów Podleśny;ulica Przy Parku;18;8;21.02.1969;69022147415
Leon;SIARKOU;Strupczewo Duże;ulica Obywatelska;96;89;22.10.1946;46102241125
Liliana;CZAPRAK;Garliczka;ulica Kobzy;63;8;14.07.1916;16071474804
Izabela;SCHLIFKA;Seborki;ulica Pani na Wiśniewie;14;54;28.01.1966;66012841540
Jan;SZAŁABAJ;Ciechanki Krzesimowskie;ulica Przejazdowa;49;44;12.12.1907;07121250299
Krzysztof;BADYSZ;Mariensztat;Rondo Jazdy Polskiej;50;38;18.02.1925;25021862079
Leon;MATRUNIONEK;Wodacze;ulica Kabrioletu;53;40;16.03.1916;16031632544
Antonina;PAPPA;Góruszki;ulica Jana Jeziorańskiego;55;29;29.10.1942;42102916754
Dominika;MALISZEWSKA-BORKOWSKA;Wlewo;ulica Łęgi;55;70;26.10.1921;21102688685
Paweł;KARPACHOV;Karwiny;ulica Bursztynowa;75;91;11.08.1927;27081140758
Mikołaj;FUSIECKI;Ludwin;ulica Listopadowa;48;21;12.10.1942;42101297603
Martyna;SCHLACK;Kozłów;Aleje Ujazdowskie;81;79;12.03.1976;76031281697
Jan;GADY FERNANDES DE CARVALHO;Paliszewo;ulica Moszczenicka;19;20;20.01.1982;82012028679
Blanka;BAYTAR;Różanna;ulica Rybałtów;87;73;06.04.1953;53040629708
Paulina;TOLSTIKOVA;Gaj;ulica Sasanki;66;14;05.01.1971;71010576922
Izabela;LAVRISHCHEVA;Pustkowie Lgockie;ulica Tango;36;86;07.03.1992;92030732571
Hanna;KURIPKO;Borys;ulica Dynarska;32;28;24.01.1907;07012429934
Stanisław;SURAUF;Podksięże;ulica Kwitnących Jabłoni;44;47;15.08.1948;48081590442
Julian;POLYVKAN;Stępowizna;ulica X Poprzeczna;56;51;20.11.1913;13112095620
Alicja;RĘDZINIAK;Lasek;ulica Fromborska;33;27;03.02.1983;83020398839
Zuzanna;JENDREK;Floriany;ulica Równa;78;14;02.07.1946;46070231768
Krzysztof;KOSHLAY;Tekielówka;ulica Białej Wody;13;100;19.02.1945;45021931998
Nikola;DROPS;Huta Strzyżewska;ulica Piotra Ściegiennego;35;60;04.04.1918;18040449983
Gabriela;RADECKA-SIKORA;Urszulin;ulica Barwnicza;75;62;15.08.1961;61081515696
Szymon;ATZORI LANGIU;Tarnowa;ulica Świeża;11;56;14.04.1912;12041424435
Mateusz;CZERWIEŃCZAK;Borucinek;ulica Krotoszyńska;30;80;11.11.1933;33111145968
Nadia;MYŚLIKOWSKA;Silna Nowa;ulica Suflerska;51;17;07.05.1921;21050764103
Adam;TELEVNYI;Banki;ulica Antoniego Kocjana;37;83;21.08.1970;70082177956
Gabriela;LISIECKA-NOWAK;Niekłań Mały;ulica Poręby;5;66;29.03.1975;75032938987
Julian;PRZEGROCKI;Podole-Kolonia;ulica Żupnicza;95;1;19.03.1963;63031965392
Oliwia;TROJANOWSKA-WÓJCIK;Wójtowice;ulica Wilczycka;84;93;22.08.1927;27082225996
Adam;BALCZUKIEWICZ;Górki;ulica Dzielna;1;81;22.04.1958;58042214921
Antoni;BERDA;Janików;ulica Podkowińska;58;33;17.07.1953;53071759289
Jan;FILEPOWICZ;Kawczyn;ulica Błotna;55;10;03.10.1944;44100353589
Bartłomiej;ORECHWO;Kronówko;ulica Apoloniusza Kędzierskiego;77;47;18.12.1972;72121836746
Amelia;GIERSTEL;Rynek;ulica Brata Alberta;65;33;25.03.1978;78032535232
Jakub;PRZYSTAJKO;Koleczkowo;Aleja Bolesława Chomicza;34;47;16.03.1984;84031664533
Filip;UTYKAL;Papiernia;ulica Nowy Przejazd;86;92;10.07.1929;29071073217
Antoni;PAKUŃSKI;Radostków-Kolonia;ulica Stolarska;6;73;21.09.1991;91092140469
Gabriela;TOCHMANN;Góra;ulica Ulanowska;31;37;14.02.1933;33021447801
Aleksander;DUTTON;Wałdowo Królewskie;ulica Władysława Hassa;6;90;23.11.1940;40112382009
Maja;BENBRAHMI;Podłazy;ulica Rolnicza;98;4;08.09.1940;40090856059
Julia;GIGER;Przymiarki;Aleja Jerzego Waszyngtona;87;30;17.03.1912;12031795091
Mikołaj;SENFT;Polanówka;ulica Stefana Drzewieckiego;70;2;27.09.1961;61092792252
Agata;KURBASÓW;Lublinów;ulica Popularna;40;28;03.07.1945;45070346585
Liliana;SOLNICZEK;Zastawie-Kolonia;Park Hassów;49;39;08.06.1963;63060869483
Mikołaj;ULANOVYCH;Zagaj;Skwer Więźniów Politycznych Stalinizmu;10;49;10.09.1985;85091055068
Hubert;WETJEN;Włodzimierz;ulica Pogodna;84;80;26.07.1952;52072694444
Martyna;IRONSIDE;Czaplinek;ulica Obwodowa;66;83;26.01.1917;17012668568
Krzysztof;BRUKSZTO;Pancerzyn;ulica Jeża;35;22;11.04.1988;88041116414
Izabela;SOBUSIAK;Kwakowo;ulica Kokoryczki;57;26;14.07.1919;19071415612
Lena;SERDECZNA;Podchełm;ulica Łąkocińska;40;34;28.07.1979;79072885816
Alan;SHUMA;Paprocina;ulica Jarocińska;64;3;25.03.1975;75032594955
Mikołaj;BIAŁOSZEWICZ;Bramki Ludne;ulica Biała;80;77;02.08.1992;92080279350
Marcelina;STRÓJ-MONIŁO;Kruzy;ulica Tomasza Zana;84;82;05.12.1940;40120585477
Łucja;TROJBICZ;Lnisko;ulica Kamionkowska;14;57;03.05.1929;29050325403
Dawid;MUFKA;Strzeszkowice;ulica Łowicka;97;39;21.05.1953;53052126801
Lena;KAŹMIERCZAK-ZIELIŃSKA;Księża Grobel;ulica Dunajecka;58;57;22.10.2000;00102251510
Weronika;KANAFARSKA;Skubiki;ulica Związku Walki Młodych;7;16;04.06.1977;77060444668
Błażej;KRUCHKOU;Zarzecze;Rondo Pawła Jasienicy;30;36;09.04.1937;37040935655
Krzysztof;ZIEMILSKI;Romaszkówka;ulica Janowiecka;54;78;26.09.1962;62092625708
Łucja;GIEJZA;Kawno;ulica Safony;12;27;02.03.1909;09030259490
Ewa;BERCOVICI;Dół;ulica Cicha Dolina;27;35;08.02.1929;29020885733
Alan;SILLER;Gębacze;ulica Antoniego Kocjana;28;60;04.06.1955;55060437669
Igor;SZCZEPANIUK;Żelazówka;ulica Akantu;91;56;18.02.1936;36021890083
Natalia;GORZYNSKA;Stawy;ulica Michała Okurzałego;46;12;19.06.1927;27061995297
Krzysztof;PRZEWIĘŹLIKOWSKI;Meszne;ulica Dzięcioła;47;49;16.07.1979;79071657753
Miłosz;MOZOLIUK;Młyny;ulica Józefa Strusia;89;37;27.04.1972;72042780203
Łukasz;SOCHACZEWSKI;Radzików;ulica Dorotowska;60;25;27.06.1928;28062725527
Maciej;DURNEVYCH;Pogorzałki Małe;ulica Brodnicka;75;40;26.12.1958;58122667762
Dominik;CAMPAGNARO;Noski;ulica Neseberska;77;12;27.03.1910;10032724177
Maria;TYKIERKA;Koźlątków;Park imienia Cichociemnych Spadochroniarzy AK;6;100;18.04.1991;91041897421
Adrian;HOŁUBIK;Pod Wałem;ulica Strażacka;86;51;14.05.1923;23051437096
Patryk;CYROLICZEK;Rostki;ulica Nowogrodzka;60;65;03.12.1985;85120371384
Łucja;CHAPRAN;Sierakowo;ulica Murarska;38;80;18.04.1909;09041895250
Julia;LÜBKER;Pakoszówka;ulica Kobielska;41;92;13.05.1994;94051355655
Antonina;TAROCIŃSKA;Borków;ulica Stefana Starzyńskiego;15;8;16.03.1926;26031633441
Szymon;CIANFLONE;Nowe Osiedle;ulica Sandomierska;79;33;10.01.1920;20011019484
Błażej;SZPECHCIŃSKI;Górka;ulica Roalda Amundsena;30;24;10.09.1950;50091093375
Marcelina;PAPROCKA-KUBIAK;Huta Emilia;Aleja 4 Czerwca 1989 r.;18;49;17.08.1984;84081786087
Maciej;TROJNIARZ;Kocia Dróżka;ulica Sady Żoliborskie;12;45;21.02.1962;62022165017
Jagoda;ZEBRAŁA;Czekołdy;ulica Marcina z Wrocimowic;61;89;09.03.1999;99030960738
Patryk;SAXTON;Zawodzie;ulica Jerzego Bajana;17;59;08.08.1994;94080870451
Maja;MACEUS;Kalonka;ulica Dzierzgońska;10;27;05.10.1979;79100550565
Adrian;SCHENKELBACH;Podlesie Wysokie;ulica Soczewkowa;59;14;13.10.1921;21101369094
Amelia;KASYCH;Jankowa;ulica Poświaty;55;43;30.04.1995;95043071964
Izabela;SCHMIEJA;Brzeziny;ulica Kościuszkowców;71;48;29.11.1995;95112970999
Lena;MARUSA;Parcele;ulica Traktorzystów;4;48;09.02.1987;87020999749
Antoni;KĘPCZYŃSKI;Nowy Borek;ulica Radecka;85;34;17.10.1935;35101770237
Franciszek;KARANEUSKI;Kuksy;ulica Hektarowa;54;66;21.03.1946;46032153759
Katarzyna;GENIUSZ;Malinowe Górki;ulica Rumiankowa;42;71;09.06.1979;79060931499
Jan;CHODEŃ;Rynek;ulica Hiacyntowa;28;31;30.03.1999;99033015561
Karolina;RYMCZONEK;Pod Karczmą;ulica Floksów;22;46;21.06.1951;51062132389
Lena;OKULICKA;Nieszawa;ulica Weterynaryjna;15;26;25.10.1951;51102569189
Krzysztof;SALUNKHE;Baranówka;Skwer płk. Antoniego Władysława Żurowskiego;99;47;16.01.1924;24011619013
Stanisław;TARAŁA;Kozia Wola;ulica Szkolna;62;44;14.12.1942;42121474299
Agata;MAGUŁA;Amelin;ulica Marzanny;96;39;21.10.1934;34102159621
Pola;MARLĘGA;Kaczowa Dolna;ulica Irydowa;80;65;03.08.1948;48080375027
Łucja;BIONDOLILLO;Świerczyna;ulica Maurycego Mochnackiego;62;11;23.11.1955;55112386939
Dominik;SHTAIER;Nowy Lubiel;ulica Ludwika Krzywickiego;78;97;23.09.1953;53092317997
Marta;ESQUEDA;Węgielce;Plac Ostrej Bramy;58;1;21.08.1953;53082185371
Maksymilian;CREMONESI;Siemiechów-Kolonia;ulica Mieczysława Pożaryskiego;65;2;18.03.1966;66031895816
Szymon;KHAMETOV;Mątki;Aleja Andrzeja Bobkowskiego;44;71;21.01.1943;43012111874
Wiktoria;ZAWIŁA-NIEDŹWIECKA;Zagórze;ulica Drobiazg;88;7;25.07.1970;70072572640
Paweł;BERKUTOV;Garlino-Racibory;ulica Sypniewska;56;14;18.03.1961;61031836882
Gabriela;KELBERT;Wygon;ulica Okrętowa;60;12;07.08.1922;22080777367
Gabriel;KOCHEV;Wierzbięcin;ulica Żelazna;42;38;13.05.1941;41051353933
Nikola;GĄSIENICA-KLERYK-STRYNKA;Hermanice;ulica Dębowa;94;98;19.04.1946;46041939974
Alicja;CENCELEWSKA;Kożuchowski Młyn;ulica Szałwiowa;87;91;08.09.1988;88090869489
Laura;ŁOMANKIEWICZ;Utrata;ulica Kaprys;88;70;15.02.1920;20021595741
Dominik;SZULEN;Stara Wieś;ulica Pasłęcka;7;18;10.04.1941;41041025629
Kinga;STRIJBOS;Czernica;ulica Kędzierzyńska;66;21;30.10.1992;92103077185
Alan;BARNIAK;Jasionowo Dębowskie;ulica Mieczysława Karłowicza;6;46;03.04.1940;40040352699
Miłosz;BORODAIKEVYCH;Huta Józefów;ulica Spalinowa;35;53;06.11.1969;69110660124
Antoni;GUSAKOWSKI VEL WYSAKOWSKI;Głęboka Biel;Skwer Rodziny Lilpopów;39;42;20.01.1963;63012020017
Ksawery;CIWKO;Śródmieście;ulica Lucyny Messal;32;27;14.05.1972;72051440202
Błażej;MOCHALOV;Jachimowizna;ulica Genewska;4;63;06.04.1953;53040660970
Weronika;WORONIS;Czermno;ulica Żubowiecka;67;92;28.03.1986;86032851890
Aleksandra;ŻYDOWIEC;Dziadówki-Leśniczówka;ulica Dymna;48;25;11.11.1930;30111161053
Karol;GEORGIEVSKI;Budzyń;ulica Kramarska;32;86;16.02.1959;59021639448
Pola;ŻYTOMIRSKA;Wygoda;ulica Lubuska;77;43;03.04.1997;97040390032
Izabela;DAJCZGEWAND;Kryłów-Kolonia;ulica Czempińska;11;25;29.03.1983;83032912641
Igor;BABAKIN;Nowa Legarda;ulica Łyżwiarska;99;68;15.12.1950;50121549659
Kinga;SALIK;Grobla;Skwer Adama Mickiewicza;23;68;09.04.1959;59040948516
Julian;OJIOFOR;Kule;ulica Stocka;56;89;20.09.1919;19092037438
Kornelia;KORYSZKO;Horodyszczan;ulica Dionizosa;19;48;08.02.1981;81020828542
Hanna;KOMOSIŃSKI;Pleszówka;ulica Ireny Kosmowskiej;96;25;13.04.1945;45041380132
Julian;RULINSKI;Dłużnica;ulica Waliców;67;80;04.10.1956;56100457737
Franciszek;BRADEL;Janówka Mała;ulica Odsieczy Wiednia;100;96;28.08.1982;82082831778
Małgorzata;WOLFL;Sobki;ulica Batalionu AK „Włochy”;94;13;15.09.1995;95091588202
Kinga;CHEJZA;Mądre Drzewko;ulica Henryka Siemiradzkiego;10;48;24.08.1981;81082465655
Maja;KWAK;Gorzków;ulica Nadrzeczna;77;64;29.05.1956;56052960478
Weronika;LUTKOWSKA;Skotniki;ulica Kraśnicka;42;24;26.03.1948;48032650958
Oliwia;BUBLIS;Budy Rządowe;ulica Róży Wiatrów;49;21;21.05.1964;64052191779
Oliwia;KUMER;Nowy Dwór;ulica Boleść;46;6;12.07.1910;10071251601
Iga;MIXON;Huszcza Pierwsza;Plac Jacka Kuronia;46;95;11.08.1918;18081150991
Maria;GAJEWCZYK;Worgule;ulica Koziołka;9;8;16.12.1963;63121614449
Kornelia;MASZCZYKOWSKA;Piekło;ulica Wandy;80;21;25.06.1947;47062560706
Nikola;NAYKOWSKA;Ulica Pańska;ulica Łagiewnicka;22;61;01.02.1925;25020161696
Maksymilian;KLOIS;Targowica;ulica Leszczyńska;66;71;23.04.1920;20042384782
Bartosz;SEBB;Widogoszcz;ulica Żołny;15;45;19.02.1987;87021926434
Jakub;MASLA;Zagłusze;ulica Waniliowa;41;92;08.02.1937;37020840224
Oskar;SAMELIAK;Wodna;ulica Edwarda Stachury;35;91;02.04.1906;06040294835
Maja;KOZHUSHOK;Wierchnia;ulica Zbytki;36;11;27.06.1993;93062747038
Michalina;KUDYK;Brzozowa;ulica Pogodna;31;88;02.06.1960;60060281549
Gabriela;YARUCHYK;Nowiny;ulica Aleksandra Kowalskiego;49;19;09.01.1907;07010984160
Karolina;FOLGMANN;Kolonia Bodzanowska;ulica Rosy Bailly;24;27;08.02.1998;98020884225
Adam;CEJKIŃSKI;Strąkowiec;ulica Grenady;64;96;28.03.1944;44032877643
Maja;WURHAFT;Góry Witowskie;ulica Bruszewska;32;19;24.01.1944;44012440135
Jakub;ŁOKIETKO;Krzczonów;ulica Witolda Lutosławskiego;86;33;02.12.1944;44120260166
Nina;PYCZKO;Gózd;ulica Franciszka Marii Lanciego;15;55;20.08.1974;74082088340
Sebastian;JOŁTUCH;Pod Grapy;ulica Zagrodecka;37;68;09.08.1945;45080981599
Joanna;SZTOMPKE;Łaźnisko;ulica Wiejska;53;1;19.10.1936;36101911048
Marcelina;ANTKOWIAK-BOCIAN;Mentelowa Rola;ulica Pszeniczna;49;32;11.10.1973;73101145154
Mateusz;KOSHIL;Kępa-Izabela;ulica Rolna;71;58;22.09.1941;41092243743
Jakub;RYNK;Zagaj;ulica Laskowa;25;22;01.06.1968;68060160066
Igor;GŁADZKI;Konotopa;Skwer mjr. Bolesława Kontryma „Żmudzina”;99;24;03.06.1956;56060389074
Kinga;LOPPE;Grobla;Strona Ignacego Wyssogoty Zakrzewskiego;42;30;23.06.1953;53062370273
Krzysztof;SALTARIUS;Brzezina;ulica Spółdzielcza;51;25;04.05.1989;89050423158
Ignacy;BERYŁKO;Bugaj;ulica Barwinkowa;23;50;14.08.1962;62081438650
Piotr;LOZOVENKO;Wenecja;ulica Nowiny;28;100;18.11.1914;14111849055
Blanka;KNASINSKA;Kaziopole;ulica Chlubna;80;36;15.09.1920;20091522949
Ewa;KURELOWSKA;Józefów Guzowski;ulica Antoniego Malczewskiego;63;52;28.04.1943;43042878023
Mikołaj;RYPIŃSKI;Lipiny;ulica Skaryszewska;9;37;03.11.1909;09110339721
Michał;DATTELBAUM;Dębina;Skwer kpt. Zygmunta Pawlaczyka;62;100;01.01.1912;12010172418
Antoni;SUCHAK;Libartowo;ulica Rolna;30;19;14.09.1928;28091481610
Aleksandra;RAKOW;Drapak;ulica Romea i Julii;73;15;17.10.1924;24101756765
Łukasz;KOSTANEK;Pogorzałki;Park Wielkopolski;74;3;15.07.1936;36071586202
Marcelina;CHRÓSNY;Kwiatkowice;ulica Chotomowska;14;25;04.11.1946;46110490758
Barbara;ZOTKA;Bertowo;ulica II Armii Wojska Polskiego;22;43;07.11.1908;08110780441
Dawid;SZAMBORSKI;Bogoniowice;ulica Azaliowa;57;2;22.10.1911;11102296624
Adrian;GAWRYLIW;Bogaczewo;ulica Kudowska;94;19;06.06.1991;91060694046
Hubert;PORNIN;Parliniec;ulica Wólczyńska;88;45;30.04.1983;83043037290
Ignacy;KELCH;Grońsko;ulica Hajoty;40;65;03.08.1913;13080397438
Lena;ZAWADZKA-KUCHARCZYK;Waliły-Dwór;ulica Szwoleżerów;10;46;07.01.1930;30010710454
Leon;ŻUCHOWIEC;Kisielów;ulica Melioracyjna;19;10;10.11.1993;93111026085
Joanna;SLADEK;Dół;ulica Fraszka;92;66;01.01.1924;24010175072
Barbara;ZBIORCZYK;Strupin Duży;ulica Dziekanowska;2;32;23.12.1959;59122330971
Liliana;WÓJCIK-ZIELIŃSKA;Włoszczowa;ulica Freta;26;67;14.12.1960;60121470081
Laura;MATHEJA;Dalewice;ulica Omulewska;81;39;26.06.1962;62062689650
Małgorzata;MIEŻEJOWSKA;Sobolew;ulica Motorowa;65;65;25.10.1944;44102514700
Klaudia;PARTEM;Otalążka;ulica Skłoby;66;87;06.01.1923;23010615307
Bartosz;PIOTROŃ;Wądoły;ulica Sternicza;9;76;15.09.1962;62091535469
Maja;PORFIRUK;Tarzymiechy Trzecie;ulica Beskidzka;76;74;24.02.1930;30022466493
Katarzyna;PETLAK;Cegielnia Charbrowska;ulica Przyrodnicza;62;11;13.03.1954;54031398800
Magdalena;DOŻYNKO;Jarczowice;ulica Mariańska;15;45;23.04.1997;97042370627
Dominik;SIECZYK;Grabanów-Majątek;ulica Sztabowa;43;55;14.01.1920;20011485173
Paweł;LŪSIS;Jaźwiska Małe;Rondo Zesłańców Syberyjskich;87;53;20.12.1945;45122034563
Maksymilian;KOVAČ;Na Ruskiem;ulica Ropczycka;62;21;28.09.1955;55092871048
Izabela;SHYPILOVA;Kubra-Przebudówka;ulica Armanda Călinescu;37;22;18.11.1965;65111820811
Michał;GARGASEWICZ;Koło Kościoła;Aleja Władysława Giżyckiego;38;20;03.11.1980;80110320724
Łucja;MIRAJKAR;Perlaki;ulica Bitna;9;70;06.03.1994;94030655681
Miłosz;CHYŻAK;Brzeziny;ulica Alzacka;78;49;13.05.1996;96051351166
Emilia;FEITSARUK;Grabiszyce Średnie;ulica Referendarska;43;70;03.03.1986;86030338259
Adam;GALTSOV;Dębno;ulica Reszelska;14;83;14.12.1999;99121420053
Kacper;PRAWUCKI;Węzłowiec;ulica Bartosza Głowackiego;75;10;02.09.1953;53090241087
Filip;CHYCHŁOWSKI;Drożejowice;ulica Antoniego Chodorowskiego;32;3;08.11.1938;38110883753
Leon;TRECHCIŃSKI;Zaliwie-Brzozówka;ulica abp. Józefa Teodorowicza;61;35;09.07.1973;73070991851
Tymon;NIEWIEŚ;Marzenin;ulica Kąpielowa;83;74;02.08.1932;32080223428
Ewa;KARAFILOWSKA;Podgórze;Skwer Oleandrów;89;97;22.11.1911;11112238538
Hanna;KISCHEL;Podlesie;ulica Kobiałka;90;44;23.11.1932;32112349993
Piotr;CHIARAMONTE-CHEŁCHOWSKI;Mystkowo;ulica Gabrieli Zapolskiej;99;89;17.06.1924;24061778554
Aleksander;SZTOMBKA;Konewki;ulica Płatnicza;79;66;07.12.1954;54120726407
Patryk;RANDLA;Borek;ulica Kleczewska;3;86;27.12.1983;83122773808
Milena;RAPISARDA;Dębina;ulica Kapitańska;32;47;23.06.1911;11062330321
Kacper;TRUBACZ;Górki Dąbskie;ulica Księcia Jaremy;66;31;26.09.1939;39092656806
Alan;MONCZYŃSKI;Pomorze;ulica prof. Witolda Pogorzelskiego;45;94;24.06.1956;56062441771
Ksawery;FORAJTA;Szoszowy;ulica Teofila Piecyka;34;21;23.02.1971;71022317134
Laura;BOGUSŁAWSKA-TRYTEK;Ratoszyn Drugi;ulica Wrzosowa;91;60;01.04.1906;06040153312
Nikola;KERKSTRÖER;Kobierzyn-Cegielnia;ulica Ludowa;45;32;16.08.1929;29081613886
Leon;NEBRATENKO;Gościnowo;ulica Druciana;14;90;30.05.1923;23053086070
Błażej;MĘDLARSKI;Stara Cegielnia;ulica Naczelnikowska;4;56;29.02.1926;26022967771
Hanna;KAJZAR;Ukazy;ulica Sezamkowa;40;71;20.04.1986;86042056298
Dominik;BUDZIARSKI;Stara Zbelutka;ulica Armii Krajowej;58;100;29.03.1926;26032938492
